transaction_id,user_id,merchant_id,amount,status,payment_method,transaction_date,device
T510089,U10842,M1222,₦17171,FAILED,Transfer,3/2/2026,POS
T151236,U11857,M1308,17916,success,,8/9/2025,Web
T462486,U13604,M1214,NGN 18538,Success,USSD,5/22/2025,Web
T473066,U10506,M1315,8588,Pending,Transfer,31/07/2024,POS
T158954,U11786,M1260,48022,FAILED,Transfer,1/21/2025,POS
T299050,U10949,M1481,₦12292,success,,22/12/2024,POS
T962950,U12528,M1103,14267,FAILED,Card,5/21/2024,Web
T529175,U12025,M1262,30648,Pending,Transfer,7/30/2025,Web
T778589,U12209,M1116,46802,Pending,Transfer,11/6/2025,Web
T627003,U14074,M1049,₦11675,Pending,Card,18/01/2026,Web
T767860,U12805,M1305,14005,FAILED,Transfer,11/14/2025,Web
T945979,U10390,M1217,NGN 24302,FAILED,Transfer,8/13/2025,Web
T533067,U11928,M1400,₦35366,Pending,Transfer,11/4/2025,Web
T828215,U12266,M1062,21416,success,USSD,6/10/2024,Mobile
T693465,U10972,M1134,₦20562,Success,USSD,1/9/2025,Web
T134786,U14749,M1205,47430,Pending,Transfer,7/10/2025,Mobile
T478251,U14051,M1133,₦36160,FAILED,Card,16/08/2025,Mobile
T802267,U13972,M1325,NGN 48897,Pending,Card,11/16/2025,Web
T584319,U13530,M1194,₦16581,Success,,8/15/2025,Web
T951369,U14977,M1250,37477,Success,Card,7/3/2025,Mobile
T838190,U12896,M1392,₦26001,FAILED,Card,9/11/2024,Mobile
T394115,U13343,M1052,15072,Success,USSD,3/12/2025,POS
T165582,U14088,M1025,NGN 48624,success,Transfer,4/26/2024,Mobile
T250510,U12602,M1045,NGN 38604,success,Card,6/5/2024,Mobile
T821688,U12915,M1022,₦38447,Success,USSD,16/08/2024,Web
T969236,U13651,M1090,NGN 44300,Success,USSD,11/3/2025,Web
T352327,U13945,M1258,₦8393,Success,USSD,11/16/2025,Web
T603409,U12399,M1160,22705,FAILED,USSD,9/19/2024,Web
T305080,U11726,M1421,₦15297,FAILED,,1/7/2025,Mobile
T144085,U11697,M1365,37503,success,Card,12/15/2024,Mobile
T193528,U11707,M1021,₦19406,Pending,Card,7/9/2025,POS
T793613,U12154,M1411,NGN 16790,Success,Transfer,28/09/2025,POS
T693461,U11991,M1447,48876,Success,,8/27/2025,Web
T755630,U11592,M1104,48549,success,Card,2/22/2025,Web
T673621,U11244,M1425,₦7376,success,Card,28/08/2025,POS
T554907,U11542,M1291,₦1205,success,Card,5/25/2025,Web
T765600,U14268,M1058,NGN 30332,Success,Card,3/8/2025,Mobile
T346979,U14437,M1285,₦10209,Pending,,12/31/2024,POS
T936499,U12915,M1230,NGN 9303,FAILED,Transfer,8/10/2025,Web
T383568,U10522,M1462,₦20390,success,USSD,18/05/2024,Web
T293794,U14287,M1200,₦45579,Pending,Transfer,17/05/2024,Mobile
T264427,U11896,M1257,NGN 43587,FAILED,Transfer,5/13/2025,Mobile
T597952,U12826,M1318,₦4708,FAILED,USSD,10/21/2025,POS
T730725,U10193,M1335,₦3009,FAILED,,7/26/2024,POS
T745622,U11978,M1314,24761,success,Card,4/1/2026,Web
T604186,U11855,M1112,₦47149,success,,24/07/2024,Web
T897984,U12420,M1276,NGN 14282,Success,Transfer,6/7/2025,Web
T508109,U13204,M1266,NGN 37880,success,Transfer,6/28/2025,Web
T461852,U12713,M1378,₦36003,Success,Card,2/10/2026,POS
T765283,U12983,M1347,7433,FAILED,USSD,4/3/2026,Web
T723518,U11156,M1002,32297,FAILED,Card,18/04/2025,Mobile
T963637,U14500,M1438,47798,Success,Transfer,11/8/2025,Mobile
T207666,U13703,M1233,11245,Success,Transfer,14/04/2025,Web
T757581,U14890,M1480,NGN 49134,success,Card,1/6/2026,Mobile
T106539,U12247,M1054,NGN 11630,Success,Transfer,8/5/2024,Web
T632885,U10553,M1028,₦8700,Pending,Transfer,2/27/2025,Web
T442603,U12926,M1452,₦29463,success,,10/28/2025,Web
T774856,U10456,M1252,NGN 3759,Pending,Transfer,4/14/2026,POS
T935458,U11480,M1081,1613,Success,,5/7/2024,Web
T976278,U14362,M1318,NGN 28733,success,Card,9/29/2025,Web
T538192,U11313,M1050,₦18821,success,USSD,12/11/2024,POS
T464506,U14601,M1090,NGN 47091,FAILED,,31/03/2025,Web
T167037,U14751,M1488,₦10560,FAILED,Card,9/26/2024,POS
T418709,U12432,M1038,37247,Pending,USSD,9/10/2024,Web
T987065,U11605,M1386,28122,success,USSD,30/07/2025,Web
T471084,U14451,M1219,33395,Pending,,16/04/2026,POS
T796289,U12648,M1346,23568,Pending,Card,21/06/2025,Mobile
T526595,U12992,M1481,₦36848,Pending,,6/2/2025,POS
T533647,U12294,M1442,38181,Success,Card,27/05/2024,POS
T105500,U12564,M1315,₦42119,FAILED,,10/15/2025,Web
T425484,U11357,M1217,282,Pending,,12/27/2024,Web
T989274,U14468,M1024,3139,Pending,,9/7/2024,POS
T508672,U11805,M1259,NGN 41261,success,USSD,9/12/2025,POS
T207175,U13420,M1072,19482,FAILED,Card,10/15/2025,POS
T128943,U11293,M1092,10766,success,Card,11/3/2025,Mobile
T113114,U11429,M1297,NGN 36870,FAILED,USSD,3/2/2025,Web
T616538,U13096,M1124,8909,Success,USSD,6/6/2024,Web
T718776,U13860,M1322,₦17372,FAILED,Card,3/6/2026,POS
T444778,U12259,M1189,NGN 39249,success,USSD,1/19/2026,POS
T447599,U14097,M1442,NGN 14979,FAILED,Card,18/11/2025,POS
T333665,U12852,M1472,NGN 22870,FAILED,Transfer,4/20/2026,POS
T596480,U12635,M1040,₦46990,Success,Card,4/1/2025,POS
T620659,U12473,M1386,NGN 5986,Pending,Transfer,6/11/2024,Mobile
T401078,U14974,M1216,₦5314,success,,5/7/2025,POS
T739799,U10788,M1475,₦35671,FAILED,Card,20/03/2025,POS
T437879,U14957,M1384,49340,Success,,11/10/2025,Web
T129358,U12966,M1315,4136,FAILED,Transfer,5/8/2024,POS
T474982,U14918,M1376,19161,success,Card,5/28/2024,POS
T270823,U10136,M1346,NGN 19740,FAILED,Card,4/5/2026,Mobile
T757648,U13334,M1164,35839,Success,,5/16/2025,Web
T440191,U12694,M1017,NGN 11507,FAILED,USSD,5/2/2024,Web
T735664,U10394,M1293,₦8016,Pending,USSD,18/11/2024,Web
T976682,U13627,M1424,NGN 245,Pending,Card,8/16/2025,Web
T802988,U13471,M1300,6173,Success,Transfer,18/09/2024,Mobile
T956839,U14439,M1134,NGN 11361,success,,9/29/2024,Web
T716528,U12985,M1275,₦23694,Pending,,6/28/2024,Mobile
T529106,U14776,M1317,₦45527,success,,4/15/2025,POS
T960487,U13068,M1198,NGN 7336,FAILED,Card,4/4/2025,Mobile
T776334,U11458,M1254,34422,Success,Card,3/15/2025,Mobile
T336260,U12900,M1416,₦46738,success,Card,1/23/2026,Web
T714839,U13143,M1298,₦24049,FAILED,,7/31/2025,POS
T730090,U12141,M1450,₦17199,FAILED,,7/24/2025,Mobile
T475940,U14645,M1443,NGN 31338,FAILED,Card,6/26/2025,POS
T871197,U13879,M1455,NGN 35529,Pending,Card,2/14/2025,POS
T192869,U10716,M1061,NGN 33907,success,Transfer,26/02/2026,POS
T800974,U11309,M1106,₦21451,Success,USSD,10/27/2025,Mobile
T185498,U13622,M1006,NGN 18154,Pending,Card,10/10/2024,Web
T608727,U14929,M1213,₦33079,success,,6/10/2024,POS
T982564,U14199,M1371,₦2782,success,Transfer,11/20/2025,POS
T970881,U14157,M1480,₦3410,success,Card,24/04/2025,Web
T408009,U11959,M1441,34117,Success,,4/4/2026,POS
T535561,U12092,M1300,6528,Pending,Card,5/27/2025,Web
T801094,U12791,M1318,NGN 9355,Success,Card,9/17/2025,POS
T636042,U12413,M1084,₦12314,FAILED,Card,12/9/2024,Mobile
T230445,U14416,M1409,NGN 46401,success,Card,1/17/2026,Web
T808800,U12259,M1107,32356,Success,Transfer,12/25/2024,Web
T799997,U13874,M1293,₦48521,FAILED,Card,18/01/2025,Mobile
T357875,U12846,M1266,₦14712,success,,4/29/2025,Mobile
T270135,U10384,M1041,NGN 49911,FAILED,Transfer,8/19/2025,POS
T746205,U13427,M1283,31983,FAILED,,10/29/2025,Mobile
T504095,U13700,M1004,NGN 6156,Success,,8/16/2024,Mobile
T243553,U10866,M1421,₦33795,FAILED,Card,24/06/2025,POS
T553726,U12330,M1368,NGN 24839,FAILED,Transfer,16/12/2024,Mobile
T234080,U10952,M1387,NGN 37785,success,USSD,5/2/2025,POS
T209967,U11964,M1138,6680,Pending,USSD,4/13/2025,POS
T959675,U14615,M1042,NGN 8789,FAILED,USSD,24/09/2025,Web
T856520,U14783,M1142,NGN 43917,Pending,Transfer,3/10/2024,Web
T983574,U11201,M1337,₦30652,FAILED,,5/1/2026,Web
T811865,U10882,M1229,8328,Pending,Transfer,6/25/2025,Web
T101987,U12153,M1416,38556,FAILED,Card,28/09/2025,Web
T419985,U13445,M1355,17047,Pending,USSD,3/30/2025,Mobile
T875152,U12606,M1081,19263,success,,8/2/2025,Web
T118008,U14589,M1312,₦20940,Success,USSD,1/15/2026,Mobile
T685215,U12406,M1079,₦31272,success,Card,8/27/2024,Web
T738964,U14089,M1174,46165,success,Transfer,24/05/2025,Web
T238943,U13615,M1377,₦31800,FAILED,USSD,9/9/2025,Mobile
T221200,U11344,M1162,₦16968,success,Transfer,19/12/2024,Mobile
T401960,U13889,M1070,₦12292,success,,2/19/2025,Mobile
T411974,U10563,M1306,29233,FAILED,Transfer,28/02/2025,Mobile
T154481,U13519,M1120,₦44323,success,,24/04/2025,Mobile
T490934,U11304,M1049,₦14918,FAILED,Transfer,10/4/2024,Web
T473689,U14473,M1456,₦24066,Pending,Transfer,4/18/2025,Mobile
T732938,U12303,M1409,34666,Success,Card,8/31/2024,POS
T902391,U14156,M1288,NGN 22819,Success,Card,9/29/2024,POS
T383397,U11485,M1287,₦40755,Pending,Transfer,18/12/2024,Mobile
T102170,U13372,M1130,₦42208,success,USSD,10/12/2025,Mobile
T304961,U11536,M1145,NGN 20330,Pending,Card,6/18/2024,Web
T755827,U10103,M1138,₦8463,success,Transfer,9/8/2025,Mobile
T912830,U11605,M1423,NGN 18255,Success,Card,9/19/2024,POS
T813753,U13764,M1115,₦5411,Pending,Transfer,9/25/2024,Mobile
T779416,U11862,M1001,NGN 19327,Pending,Transfer,16/05/2024,Web
T627147,U11958,M1429,NGN 31565,Success,,3/7/2026,Mobile
T275129,U12996,M1253,NGN 5576,Pending,Card,12/2/2024,Mobile
T992776,U10913,M1291,NGN 19976,success,,3/2/2026,Web
T783096,U12948,M1090,₦19163,Pending,,4/16/2026,POS
T954220,U10631,M1182,₦41289,success,Card,4/30/2024,POS
T616952,U14151,M1295,30476,Success,,2/11/2025,Web
T211760,U14381,M1024,₦3792,FAILED,USSD,18/06/2024,Mobile
T250918,U13823,M1224,49345,Success,Card,5/1/2024,Mobile
T202030,U13186,M1070,14666,Pending,USSD,7/7/2025,Mobile
T120287,U11766,M1197,2303,FAILED,,9/9/2025,Mobile
T916555,U13889,M1329,₦38476,FAILED,,12/13/2024,Mobile
T826839,U14479,M1137,48930,Success,,6/6/2024,Mobile
T212360,U11425,M1303,₦11657,success,Transfer,15/03/2026,Mobile
T240612,U12705,M1422,₦31202,Success,Transfer,2/27/2026,POS
T132805,U11684,M1488,NGN 34263,Success,Card,3/27/2026,Web
T343767,U13609,M1012,10119,Success,,13/04/2026,POS
T684050,U11428,M1346,19421,success,Transfer,11/9/2025,Mobile
T395018,U13222,M1172,NGN 21465,FAILED,,4/1/2025,Mobile
T553505,U14930,M1047,5137,FAILED,USSD,9/14/2024,Mobile
T503573,U12771,M1115,13620,FAILED,Transfer,1/27/2025,Web
T368055,U13579,M1217,10533,Pending,Transfer,9/13/2025,Web
T605242,U13193,M1037,45841,FAILED,,4/9/2025,Mobile
T943838,U12913,M1384,18285,success,Transfer,6/1/2026,POS
T278991,U10354,M1184,NGN 49698,Pending,USSD,10/13/2024,Web
T733642,U13685,M1272,₦19038,Pending,USSD,12/29/2025,Web
T747375,U13261,M1020,NGN 5546,success,USSD,11/28/2025,POS
T332904,U10566,M1055,31938,Success,Card,7/3/2025,Web
T345945,U14637,M1308,22593,success,Card,12/15/2025,POS
T866553,U12604,M1143,₦41989,FAILED,Card,6/15/2025,Web
T809457,U12139,M1109,NGN 1601,Pending,Card,9/2/2024,POS
T978435,U14489,M1013,NGN 27355,success,USSD,12/12/2025,POS
T487164,U12885,M1257,NGN 49143,success,,21/01/2025,Web
T764427,U14602,M1229,17330,Pending,,4/9/2024,Mobile
T869288,U12395,M1472,₦23000,Success,USSD,2/15/2025,Web
T275716,U13911,M1167,34846,FAILED,,8/11/2024,POS
T164729,U13711,M1267,NGN 21582,Pending,,8/26/2024,Web
T159482,U14190,M1054,15341,Success,,18/01/2026,POS
T915507,U14877,M1133,44314,Success,Card,1/18/2026,Mobile
T997937,U11300,M1411,44620,Pending,,3/3/2026,POS
T773720,U14609,M1315,NGN 46885,success,,10/5/2024,Mobile
T560434,U10864,M1010,₦14279,success,USSD,7/28/2025,POS
T299788,U12606,M1037,NGN 25374,Pending,USSD,19/06/2024,Mobile
T313814,U11483,M1021,NGN 24101,success,,9/29/2024,Mobile
T761869,U10164,M1033,44926,FAILED,,12/2/2025,Mobile
T605817,U11291,M1363,NGN 40848,FAILED,Card,7/6/2024,Mobile
T548128,U14039,M1167,NGN 13949,Success,,5/20/2024,POS
T261159,U14295,M1456,NGN 14657,FAILED,Card,1/22/2025,Mobile
T181383,U11553,M1452,₦29988,success,,12/4/2024,POS
T206264,U14333,M1135,30240,Pending,Card,9/9/2025,Web
T938532,U11917,M1243,₦31301,Success,,7/13/2025,Mobile
T461796,U14993,M1086,29422,FAILED,,11/22/2025,Mobile
T117012,U13274,M1326,NGN 2926,Pending,,8/10/2024,Mobile
T723277,U13784,M1028,₦206,success,Transfer,14/10/2024,POS
T822533,U13262,M1195,NGN 44375,Success,Card,26/11/2025,Mobile
T652229,U12774,M1402,₦311,Pending,Card,7/22/2025,Web
T969633,U10169,M1051,₦4186,success,Transfer,8/20/2025,POS
T277496,U13242,M1286,₦7749,Success,USSD,5/1/2024,POS
T227815,U10627,M1389,NGN 2443,Success,,5/5/2024,Mobile
T861560,U14817,M1057,₦17703,Pending,,24/07/2025,POS
T600018,U10530,M1020,₦34058,FAILED,USSD,8/31/2025,Mobile
T340514,U11470,M1286,₦27988,success,USSD,6/15/2025,POS
T369789,U11106,M1466,NGN 25078,FAILED,,12/12/2025,Web
T252938,U10889,M1032,29333,Success,Transfer,19/10/2025,Web
T924907,U14874,M1199,19854,FAILED,Card,3/6/2025,POS
T874710,U11283,M1461,NGN 18149,Success,Transfer,8/10/2025,Web
T650370,U10412,M1169,NGN 41814,Pending,USSD,12/29/2025,Web
T278917,U12411,M1072,229,success,,6/15/2024,Mobile
T288153,U11860,M1059,NGN 24662,Pending,USSD,12/10/2025,POS
T621915,U11023,M1432,NGN 29108,success,Transfer,7/26/2024,Mobile
T520080,U10738,M1353,₦1190,success,Card,3/13/2026,Mobile
T535495,U13683,M1217,NGN 34441,Pending,USSD,3/3/2026,POS
T286527,U14180,M1381,11058,Success,,9/25/2024,POS
T146029,U12451,M1313,4148,success,Card,11/1/2024,POS
T537695,U13206,M1443,25442,Pending,Transfer,1/14/2026,Web
T763504,U11283,M1485,NGN 2173,Pending,USSD,4/21/2024,POS
T768400,U10340,M1131,NGN 4692,Pending,Card,10/9/2024,Web
T443561,U12105,M1425,39117,FAILED,USSD,3/2/2026,Web
T584250,U10966,M1125,NGN 30756,Pending,Card,1/12/2024,Mobile
T275439,U13814,M1257,NGN 16789,success,Transfer,9/8/2025,Web
T253114,U11421,M1412,14188,Pending,,6/6/2025,Web
T869271,U14376,M1323,49657,success,,22/10/2024,POS
T549152,U12501,M1175,NGN 19081,FAILED,Card,8/12/2025,POS
T855058,U10228,M1079,NGN 2070,Success,USSD,5/7/2024,Web
T442211,U14615,M1150,27344,success,Transfer,9/25/2025,Mobile
T420505,U12727,M1370,₦16407,success,USSD,11/3/2025,Web
T948357,U11326,M1067,NGN 33831,Pending,USSD,30/08/2024,POS
T417997,U14954,M1461,NGN 24255,success,Card,9/28/2025,POS
T673758,U10005,M1057,₦40388,success,,11/3/2024,Web
T930826,U10638,M1460,4898,Pending,,3/18/2025,Mobile
T193476,U10943,M1473,₦20462,FAILED,Card,10/19/2024,Web
T322155,U10566,M1181,₦10177,FAILED,Transfer,7/12/2025,Mobile
T475588,U14467,M1236,NGN 7515,Pending,USSD,6/6/2025,POS
T494655,U11654,M1459,NGN 4307,Pending,USSD,4/1/2025,Web
T960118,U14960,M1385,₦28881,Success,USSD,2/26/2025,Mobile
T732919,U14560,M1424,₦43061,Success,Card,1/25/2025,POS
T409225,U11810,M1007,₦17454,success,,31/03/2026,Mobile
T886447,U10115,M1346,9165,FAILED,,2/23/2026,Web
T568156,U13383,M1321,₦9670,Success,Transfer,30/07/2025,Mobile
T512693,U13647,M1213,NGN 10910,success,Card,6/23/2024,Web
T183006,U10503,M1234,16253,success,,11/25/2025,Web
T379062,U11523,M1221,NGN 7228,FAILED,Transfer,3/21/2025,Mobile
T932692,U13083,M1343,2114,Pending,Card,3/4/2025,Mobile
T869343,U11652,M1426,NGN 33275,Success,,11/6/2025,Web
T859392,U11100,M1353,NGN 46543,FAILED,USSD,4/6/2026,Web
T398200,U13887,M1132,₦34984,FAILED,,2/11/2025,Mobile
T718068,U13967,M1410,₦33411,FAILED,USSD,12/18/2024,Web
T682853,U14830,M1278,₦37057,success,USSD,10/8/2025,Web
T409432,U10216,M1372,NGN 45446,FAILED,Transfer,5/7/2025,Mobile
T218242,U12459,M1325,NGN 717,Pending,Card,4/29/2025,Web
T652333,U12635,M1409,29297,FAILED,Transfer,7/30/2024,POS
T132869,U12837,M1225,NGN 42626,Pending,,7/9/2024,POS
T723436,U11447,M1434,₦28353,success,USSD,11/2/2024,POS
T134109,U11047,M1335,650,FAILED,Transfer,8/23/2025,Web
T292205,U13024,M1204,NGN 43272,success,,3/5/2024,POS
T328795,U10864,M1089,49012,success,USSD,25/09/2025,POS
T981088,U14009,M1413,₦47246,Success,Transfer,9/20/2024,POS
T165547,U13644,M1179,₦7765,Pending,Transfer,7/14/2025,Mobile
T684249,U11606,M1210,₦24010,FAILED,Transfer,11/7/2025,Web
T456299,U13512,M1296,5771,FAILED,Transfer,2/3/2025,Web
T598699,U10572,M1234,₦35990,success,USSD,11/6/2024,POS
T465470,U14206,M1348,NGN 14239,Success,Card,19/05/2024,Web
T908734,U11426,M1169,35392,success,,6/12/2025,POS
T924234,U12298,M1101,NGN 27922,success,Card,24/08/2025,Mobile
T100206,U14910,M1315,₦10206,Pending,,5/12/2025,Web
T799024,U13867,M1246,10138,Success,USSD,5/1/2025,Web
T561099,U11120,M1024,NGN 43177,Pending,USSD,3/9/2026,Web
T745878,U14856,M1053,NGN 24708,success,USSD,7/4/2024,Web
T445642,U14631,M1440,34046,FAILED,Card,9/3/2026,Web
T348064,U11683,M1050,₦37577,Success,USSD,19/06/2025,POS
T668253,U12602,M1159,₦46467,success,,6/29/2024,Mobile
T643054,U10338,M1201,NGN 6613,Success,Transfer,20/01/2025,Mobile
T342111,U13025,M1378,₦11226,FAILED,Transfer,2/27/2026,POS
T193288,U13502,M1419,43299,Pending,Card,2/27/2026,POS
T977154,U13606,M1376,₦4152,Pending,Card,12/4/2024,POS
T635999,U12368,M1348,19169,FAILED,USSD,5/8/2025,Mobile
T586754,U12394,M1400,360,Pending,,17/01/2026,Web
T779742,U12404,M1460,8036,FAILED,Card,1/6/2026,Mobile
T520872,U12002,M1102,₦6462,FAILED,Transfer,4/1/2026,POS
T306415,U10325,M1170,28513,FAILED,,6/15/2024,POS
T523482,U10456,M1232,₦24986,success,USSD,5/23/2024,Web
T500337,U13503,M1218,₦47224,Pending,USSD,3/19/2026,POS
T846414,U11212,M1218,₦23760,Success,,5/28/2024,POS
T490544,U12835,M1440,NGN 26953,success,Transfer,12/9/2025,Web
T384314,U10878,M1332,NGN 32635,FAILED,Card,10/7/2025,POS
T114680,U12129,M1100,NGN 17927,Pending,USSD,1/5/2026,Mobile
T711390,U13176,M1025,₦20963,Success,Card,2/11/2025,POS
T262929,U10063,M1461,NGN 45083,Pending,Card,7/3/2026,POS
T656964,U14517,M1062,NGN 14303,success,Transfer,14/09/2025,Mobile
T199709,U14144,M1303,NGN 37218,success,Card,10/4/2025,POS
T733268,U11053,M1049,31418,FAILED,Card,2/10/2026,POS
T587961,U12965,M1233,4950,Success,Card,8/28/2025,Mobile
T551979,U13600,M1350,34173,success,Transfer,14/09/2025,Mobile
T726106,U10708,M1170,₦20167,success,Transfer,3/7/2025,Mobile
T557686,U12760,M1406,NGN 26557,Success,,7/3/2026,Mobile
T316244,U10683,M1433,NGN 5191,Pending,USSD,3/12/2025,Mobile
T350913,U12671,M1070,NGN 7683,Pending,,8/20/2024,Web
T746813,U12023,M1487,22558,Pending,USSD,4/21/2025,Mobile
T233735,U12625,M1223,34091,FAILED,Card,5/11/2025,Mobile
T215041,U13733,M1086,39168,Success,USSD,1/1/2026,POS
T303730,U13386,M1088,NGN 45531,Success,Transfer,18/06/2024,Mobile
T922306,U12734,M1012,₦15453,success,USSD,15/05/2024,Mobile
T596385,U12549,M1303,46866,Pending,USSD,29/03/2025,Web
T881085,U12422,M1219,NGN 42418,FAILED,USSD,11/5/2025,Web
T249327,U10941,M1263,35413,success,Transfer,4/6/2026,Mobile
T441815,U14178,M1278,21721,Pending,USSD,4/29/2025,Web
T328525,U10533,M1174,₦3906,success,USSD,3/26/2025,Web
T156504,U14468,M1360,NGN 24572,Pending,USSD,5/10/2025,Web
T689988,U13512,M1353,NGN 40709,success,,12/4/2025,Web
T615855,U10640,M1116,31512,Success,Transfer,5/3/2026,POS
T772355,U14248,M1427,NGN 15720,success,USSD,9/4/2024,Mobile
T486551,U13757,M1423,₦27882,Pending,,22/07/2024,Web
T901566,U11286,M1486,NGN 27743,Success,,21/06/2025,POS
T347789,U14971,M1119,₦3328,Pending,,6/19/2024,Web
T368354,U12550,M1433,₦29862,Success,USSD,1/3/2026,POS
T227930,U10917,M1266,₦30844,Success,Card,12/12/2024,POS
T136881,U12011,M1171,NGN 18146,success,,2/15/2025,POS
T609218,U11622,M1351,NGN 7528,success,Card,8/22/2024,Mobile
T111287,U13581,M1203,43636,FAILED,,6/14/2025,Web
T983473,U14108,M1477,6420,Pending,,8/10/2025,POS
T589688,U14308,M1281,NGN 40875,FAILED,USSD,3/26/2026,POS
T860558,U14027,M1317,NGN 46272,FAILED,,1/24/2025,POS
T189445,U10810,M1149,NGN 31366,Success,,12/16/2024,Web
T170292,U10443,M1476,27411,success,Transfer,2/20/2025,POS
T942041,U12902,M1049,₦37525,success,Transfer,9/9/2024,POS
T517028,U13215,M1266,33965,FAILED,Transfer,5/21/2025,Mobile
T296382,U13156,M1480,15106,Success,Transfer,4/12/2026,Web
T374231,U10768,M1049,9262,success,Card,1/16/2025,Web
T492082,U10779,M1412,₦26773,success,USSD,7/19/2024,POS
T729343,U13060,M1243,18596,Success,Transfer,2/8/2025,POS
T697390,U13420,M1441,NGN 49457,Success,Card,11/18/2024,Web
T812728,U14646,M1084,NGN 41558,Pending,Card,27/07/2025,Web
T646841,U13474,M1277,13600,Pending,Card,9/1/2024,POS
T695379,U13675,M1210,49320,Pending,Transfer,3/18/2026,POS
T451557,U12457,M1323,12955,Pending,Card,10/11/2024,POS
T992072,U10987,M1176,NGN 14955,success,Transfer,5/31/2024,Web
T963089,U14721,M1444,NGN 36700,FAILED,Transfer,3/18/2025,Mobile
T133434,U14258,M1392,3411,Success,USSD,4/17/2026,Mobile
T393252,U10851,M1346,11593,Success,Transfer,11/6/2024,POS
T292229,U11995,M1408,16584,success,Transfer,10/26/2025,Mobile
T956948,U11221,M1159,₦19691,FAILED,,5/17/2025,POS
T605777,U13223,M1083,₦37609,Pending,,7/25/2025,POS
T862506,U12411,M1372,₦48183,success,Card,9/22/2024,Mobile
T242381,U14061,M1456,32541,success,Card,5/9/2025,Web
T603467,U12761,M1010,NGN 5794,Pending,,8/18/2024,Mobile
T250755,U12243,M1351,₦14839,FAILED,,9/9/2024,POS
T833054,U12613,M1047,NGN 27608,Pending,,10/6/2025,Web
T389775,U12874,M1247,₦6123,Pending,USSD,8/17/2024,POS
T554547,U14156,M1223,₦45269,success,,5/17/2025,Web
T887244,U13674,M1236,₦45732,Pending,Card,2/2/2026,Mobile
T719427,U14675,M1495,₦37797,Success,,28/06/2025,POS
T601508,U10008,M1340,48785,Success,Card,11/24/2025,Mobile
T559857,U14730,M1441,42481,success,USSD,7/2/2026,Web
T563947,U14143,M1434,12095,success,Card,5/22/2024,Mobile
T735892,U14465,M1254,NGN 14479,Success,,1/1/2026,Web
T973982,U14620,M1157,NGN 22414,Success,,11/17/2025,POS
T963719,U12490,M1307,NGN 48110,Pending,USSD,8/30/2024,POS
T832720,U11461,M1003,₦12775,success,Transfer,27/07/2024,POS
T625553,U13856,M1013,NGN 26488,success,,16/06/2025,Web
T931034,U14023,M1272,48458,FAILED,USSD,25/02/2025,POS
T505297,U12656,M1109,₦45559,success,USSD,4/22/2025,Web
T315087,U10147,M1466,NGN 18965,Success,Transfer,9/20/2024,Mobile
T462819,U13772,M1189,₦11457,FAILED,Card,2/1/2025,Mobile
T512336,U12506,M1385,₦27727,FAILED,Card,9/16/2024,Web
T487834,U13633,M1118,₦20756,FAILED,Transfer,1/18/2026,Web
T285928,U11191,M1413,NGN 27748,FAILED,,17/06/2025,Web
T311219,U14550,M1077,NGN 259,Success,,12/29/2025,Mobile
T251506,U12089,M1161,NGN 3308,Pending,USSD,9/10/2025,POS
T787071,U14813,M1122,NGN 30235,Pending,,2/19/2026,Mobile
T893597,U11833,M1386,NGN 43225,success,Transfer,5/27/2025,Mobile
T305435,U14317,M1228,47577,success,,2/22/2026,POS
T256921,U12830,M1262,₦34789,Pending,Transfer,7/22/2025,POS
T664681,U10839,M1466,28521,FAILED,Transfer,10/5/2025,Mobile
T448778,U10304,M1251,NGN 16449,success,,8/4/2024,Web
T868349,U12948,M1068,₦15359,Success,,5/1/2025,Web
T523493,U10249,M1341,₦39213,success,USSD,6/12/2025,POS
T859902,U12874,M1029,NGN 40522,Pending,,10/2/2025,POS
T528160,U13554,M1094,NGN 10209,Success,Card,25/04/2025,Web
T579102,U13639,M1412,NGN 28959,Pending,,12/4/2024,POS
T835289,U14929,M1246,₦15102,Success,Card,29/10/2025,POS
T559116,U12168,M1464,37863,success,Transfer,4/1/2026,Web
T825772,U13980,M1143,₦14225,Pending,Transfer,16/07/2025,Mobile
T223049,U10453,M1363,₦25522,success,Transfer,23/01/2026,POS
T595173,U14080,M1096,45511,FAILED,Card,11/9/2024,POS
T917814,U14961,M1056,NGN 18040,Pending,,3/2/2026,Mobile
T708510,U12466,M1010,9355,success,USSD,18/06/2024,Mobile
T589796,U13301,M1434,₦17428,FAILED,,11/21/2025,Web
T833614,U14287,M1165,₦43387,Success,,3/15/2025,POS
T841251,U12449,M1431,₦44461,FAILED,Card,9/21/2025,POS
T951228,U14823,M1467,NGN 40857,Pending,,9/1/2024,POS
T268869,U12193,M1330,37353,Success,USSD,1/14/2026,Web
T130097,U12543,M1257,40492,success,USSD,11/28/2025,POS
T492909,U12238,M1115,32066,FAILED,Transfer,14/04/2026,Web
T692797,U13209,M1051,NGN 40642,Success,,8/3/2026,POS
T734598,U13642,M1233,₦37709,success,Transfer,9/5/2025,POS
T422411,U13103,M1373,NGN 28233,Success,USSD,4/9/2026,Mobile
T110986,U11210,M1254,₦2337,success,,12/4/2026,POS
T997651,U13901,M1431,4024,Pending,,2/7/2026,POS
